id,cate,title,lead,time,tag 
631715,Thế giới,"Hơn 50 bệnh nhân tái dương tính Covid-19 sau hồi phục, Hàn Quốc điều tra khẩn",Nhà chức trách y tế Hàn Quốc tuyên bố gấp rút điều tra sau khi hơn 50 bệnh nhân Covid-19 hồi phục sau điều trị cách ly lại có kết quả xét nghiệm dương tính với virus corona chủng mới.,08-04-2020,"['COVID-19', 'Hàn Quốc', 'virus corona']"
634414,Thế giới,"Mỹ tăng kỷ lục số người thất nghiệp, TQ nhận tin buồn về Covid-19","Các thống kê ban đầu cho thấy, đại dịch Covid-19 đã và đang gây ra tổn thất lớn trên khắp toàn cầu, khiến hai nền kinh tế hàng đầu thế giới điêu đứng.",17-04-2020,"['virus corona', 'COVID-19']"
575464,Thế giới,Cựu kỹ sư hàng không tiết bộ bí mật thảm kịch Boeing 737 Max 8,Cựu kỹ sư trưởng của hãng hàng không Ethiopia Airlines bất ngờ tiết lộ những điều không ngờ trong thảm kịch tai nạn hàng không trên chiếc máy bay Boeing 737 Max 8.,09-10-2019,"['Boeing 737 Max 8', 'sự cố hàng không', 'Ethiopia Airlines', 'thảm kịch']"
628786,Pháp luật,Bắt 3 cán bộ hải quan và 1 nữ phó giám đốc thuộc Bộ TN&MT,"Bộ Công an vừa ra quyết định bổ sung quyết định khởi tố vụ án hình sự, khởi tố bị can, ra lệnh bắt bị can để tạm giam đối với 4 bị can về tội “Lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ”.",28-03-2020,"['hải quan', 'tham nhũng', 'Bộ Công an', 'buôn lậu']"
634688,Thế giới,Ông Trump cảnh báo TQ sẽ 'gánh hậu quả' vì Covid-19,"Tổng thống Mỹ Donald Trump cho rằng, Trung Quốc sẽ phải gánh hậu quả nếu nước này bị phát hiện “chịu trách nhiệm’ cho đại dịch Covid-19 bùng phát.",19-04-2020,"['COVID-19', 'virus corona']"
634105,Thời sự,Khỉ mặt đỏ quý hiếm xuất hiện trong vườn nhà dân,"Một cá thể khỉ mặt đỏ quý hiếm thuộc nhóm IIB (động vật rừng nguy cấp, quý hiếm cần được bảo vệ) đã được người dân ở An Nhơn (Bình Định) giao nộp cho cơ quan chức năng.",18-04-2020,"['động vật quý hiếm', 'Bình Định']"
625695,Thời sự,Ông Lê Thanh Hải bị cách chức Bí thư Thành ủy TP.HCM nhiệm kỳ 2010-2015,,20-03-2020,"['kỷ luật cán bộ', 'Lê Hoàng Quân', 'Lê Thanh Hải']"
629771,Thế giới,"Mỹ vượt TQ về số ca tử vong, thế giới tung thêm đòn trị Covid-19","Đại dịch Covid-19 hiện đã lây lan đến 202 quốc gia và vùng lãnh thổ trên thế giới, lây nhiễm cho hơn 850.000 người và cướp đi sinh mạng của ít nhất 42.016 người khắp toàn cầu.",01-04-2020,"['COVID-19', 'virus corona']"
663728,Kinh Doanh,Giật mình với hóa đơn nước của một gia đình lên tới 22 triệu,"Một hộ dân ở phường Trường Thọ, quận Thủ Đức có hóa đơn nước hơn 22 triệu đồng/tháng.",05-08-2020,"['hóa đơn tiền nước', 'nước sạch', 'tiền nước']"
547353,Thế giới,Những thứ có thể khiến thỏa thuận thương mại Mỹ-Trung 'đứt gánh',"Nếu các cuộc đàm phán có thể tách rời khỏi những khía cạnh gây tranh cãi như công nghệ, thì cơ hội cho việc đạt được thỏa thuận thương mại sẽ cao hơn.",05-07-2019,"['chiến tranh thương mại', 'thương mại', 'Tổng thống Trump', 'Trung Quốc', 'Mỹ', 'Tập Cận Bình']"
615655,Thế giới,Nhận định thời điểm dịch virus corona lên tới đỉnh và kết thúc,"Bệnh dịch do virus corona gây ra sẽ lên tới đỉnh vào giữa hoặc cuối tháng 2, giữ ở đó một thời gian rồi mới giảm xuống",11-02-2020,"['virus corona', 'Trung Quốc', 'virus gây viêm phổi']"
615701,Thế giới,Hình ảnh những bệnh nhân điều trị khỏi viêm phổi corona tại Vũ Hán được xuất viện,"Hôm 11/2, bệnh viện dã chiến Hồng Sơn tại thành phố Vũ Hán, Trung Quốc đã cho 28 bệnh nhân điều trị khỏi bệnh viêm phổi COVID-19 xuất viện.",12-02-2020,"['Trung Quốc', 'Virus viêm phổi Vũ Hán', 'Virus viêm phổi', 'virus corona']"
666461,Pháp luật,Tài xế khoắng hàng tỷ đồng của công ty để trả nợ và cho người thân,"""Cuỗm"" được hơn 3 tỷ đồng của công ty, Thiện mang đi trả nợ, sắm xe máy SH và mang cho người thân.",15-08-2020,"['trộm cắp tài sản', 'sài gòn', 'trộm']"
667009,Pháp luật,Giám đốc ở Hà Nội nhận án tù vì trốn thuế,"Hôm nay (17/8), TAND TP Hà Nội đưa bị cáo Nguyễn Tuấn Huy (SN 1985, Giám đốc Công ty Huy Hà) ra xét xử Tội trốn thuế.",17-08-2020,"['Hà Nội', 'giám đốc', 'trốn thuế']"
574466,Thế giới,"Triều Tiên tuyên bố đàm phán thất bại, Mỹ phủ nhận","Triều Tiên đã ngưng đàm phán hạt nhân cấp chuyên viên với Mỹ không lâu sau khi cuộc thương lượng bắt đầu ở ngoại ô thủ đô Stockholm, Thụy Điển.",06-10-2019,"['Mỹ', 'giải trừ hạt nhân', 'Triều Tiên', 'đàm phán']"
656678,Kinh Doanh,"Đại bàng xuất hiện, loạt tập đoàn lớn chuyển sản xuất đến Việt Nam",Nhiều tập đoàn nước ngoài đang chuyển chuỗi cung ứng đến Việt Nam. Trong khi những tín hiệu hồi phục về xuất khẩu đã xuất hiện.,10-07-2020,"['COVID-19', 'Xuất khẩu', 'thu hút fdi', 'nhập khẩu', 'đầu tư nước ngoài']"
633097,Thế giới,"Sau giấy vệ sinh, dân Mỹ đổ xô mua thuốc nhuộm tóc, đâu là lý do?","Giám đốc điều hành Wallmart Doug McMillon cho biết, thói quen mua sắm của người Mỹ đã chuyển từ hàng hoá thiết yếu sang những món đồ giải khuây và sản phẩm làm đẹp.",13-04-2020,"['giấy vệ sinh', 'thuốc nhuộm tóc', 'COVID-19', 'thói quen tiêu dùng', 'Mỹ']"
633074,Thế giới,Chân dung giáo sư gốc Việt nổi tiếng trong cuộc chiến chống Covid-19 ở Anh,"Trong cuộc chiến chống đại dịch Covid-19 ở Anh có một nhân vật gốc Việt đảm nhận vị trí quan trọng, đó là Giáo sư Jonathan Nguyen Van Tam.",13-04-2020,"['COVID-19', 'Anh', 'virus corona']"
631017,Thế giới,Kết đắng cho kẻ giả chết trốn lệnh phong tỏa chống Covid-19,"Một người đàn ông Ấn Độ tìm cách giả chết để được trở về quê nhà giữa lúc chính phủ áp lệnh phong tỏa toàn quốc chống dịch Covid-19. Song, mọi việc rốt cuộc không như ông dự tính.",06-04-2020,"['virus corona', 'Ấn Độ', 'COVID-19']"
633113,Thế giới,Du khách nước ngoài phải viết 'xin lỗi' 500 lần vì vi phạm lệnh phong tỏa ở Ấn Độ,"Cảnh sát Ấn Độ vừa phạt 10 du khách đến từ Mỹ, Mexico, Áo, Ukraina và Israel viết 500 lần câu ""tôi xin lỗi"", vì lang thang dọc bờ sông Ganga ở Rishikesh bất chấp lệnh phong tỏa.",13-04-2020,"['virus corona', 'Ấn Độ', 'COVID-19']"
631222,Thời sự,"Cứu hạn mặn miền Tây, cấp nước giếng khoan từ độ sâu trên 300m",Trung tâm Quy hoạch và điều tra tài nguyên nước quốc gia (Bộ TN&MT) cho biết đang triển khai giải pháp khoan lấy nước ngọt từ độ sâu hàng trăm mét để cứu hạn mặn cho ĐBSCL.,07-04-2020,"['miền Tây', 'hạn mặn']"
628120,Thế giới,"Australia cấm dân xuất ngoại, Mỹ tung gói cứu trợ khổng lồ chống Covid-19","Trước tốc độ lây lan chóng mặt của virus corona chủng mới, chính phủ nhiều nước đã cho triển khai những biện pháp mạnh tay.",25-03-2020,"['virus corona', 'COVID-19']"
634601,Sức khỏe,Cuộc sống lặng lẽ trên châu lục duy nhất chưa có người nhiễm Covid-19,"Các nhà khoa học, quân nhân sống ở châu Nam Cực đã quen với cuộc sống cô lập và bảo vệ bản thân trước các dịch bệnh.",19-04-2020,"['virus corona', 'COVID-19']"
531562,Thời sự,Bắt được cặp rắn hổ khổng lồ ở miền Tây,Cặp rắn hổ khổng lồ vừa được 1 nhóm người bắt ở chân núi Cấm (An Giang). Cặp rắn này hiện đang được nuôi trong một khu du lịch.,14-05-2019,"['An Giang', 'rắn hổ mang']"
509485,Kinh Doanh,Hóa đơn tiền nước gần 24 triệu/tháng: Không dùng nước đồng hồ vẫn quay!,"Theo chủ hộ kinh doanh có hóa đơn tiền nước tháng 1/2019 lên tới gần 24 triệu đồng, qua theo dõi gia đình chị thấy, mặc dù không dùng nước nhưng đồng hồ nước vẫn quay.",22-02-2019,"['nước sạch', 'hóa đơn tiền nước']"
508543,Kinh Doanh,"'Choáng' thông báo tiền nước 23,6 triệu/tháng, không nộp cắt nước","Hóa đơn tiền nước chỉ vài trăm ngàn đến trên 1,6 triệu đồng mỗi tháng nên khi nhận tờ thông báo tiền nước tháng 2 của Xí nghiệp kinh doanh nước sạch Cầu Giấy lên tới trên 23,6 triệu đồng, gia đình chị Thu vô cùng sửng sốt.",18-02-2019,"['hóa đơn tiền nước', 'nước sạch']"
510401,Kinh Doanh,"Vụ tiền nước 23,6 triệu: Bất ngờ kết quả kiểm định đồng hồ nước","Sự việc Xí nghiệp kinh doanh nước sạch Cầu Giấy thông báo tiền nước một hộ dân phải trả lên đến hơn 23,6 triệu ở Nghĩa Tân, kết quả kiểm định cho thấy đồng hồ nước không đạt… nhưng người dân sẽ tạm đóng tiền.",27-02-2019,"['nước sạch', 'hóa đơn tiền nước']"
603342,Thế giới,'Chân tướng' nghi phạm ra tay tàn độc cả gia đình Hàn Quốc ở Việt Nam,"Các bức ảnh của đối tượng bị nghi sát hại một phụ nữ Hàn Quốc và làm bị thương nặng chồng, con gái cô này ở thành phố Hồ Chí Minh vừa được công bố.",25-12-2019,"['Việt Nam', 'nghi phạm', 'sát hại', 'Hàn Quốc']"
508917,Kinh Doanh,Hé lộ nguyên nhân việc hộ kinh doanh hết gần 24 triệu tiền nước trong 1 tháng,"Một gia đình ở Hà Nội nhận hóa đơn tiền nước lên đến hơn 23,6 triệu đồng, với lượng nước tăng đột biến tới 940m3.",19-02-2019,"['nước sạch', 'hóa đơn tiền nước']"
546936,Công nghệ,Trung Quốc bị tố cài phần mềm gián điệp vào điện thoại của du khách,"Khách du lịch vào Tân Cương sẽ được yêu cầu mở khóa và giao nộp điện thoại để nhân viên an ninh cài đặt phần mềm theo dõi thông tin, theo The Guardian.",03-07-2019,['phần mềm gián điệp']
619549,Thế giới,Ông Trump được gì trong chuyến công du Ấn Độ?,Tổng thống Mỹ Donald Trump trông đợi được 10 triệu người Ấn Độ chào đón khi ông lần đầu tới thăm đất nước này. Nhưng điều đó không xảy ra.,26-02-2020,"['Donald Trump', 'Ấn Độ', 'Mỹ']"
573928,Thế giới,Putin bất ngờ khen ông Trump vì vấn đề Triều Tiên,Tổng thống Nga Vladimir Putin cho rằng người đồng cấp Mỹ Donald Trump đáng được khen ngợi vì các nỗ lực giải quyết vấn đề Triều Tiên.,04-10-2019,"['thượng đỉnh mỹ triều', 'Donald Trump', 'Kim Jong Un', 'Putin']"
602615,Thế giới,Nhà ngoại giao Na Uy chia sẻ món truyền thống dịp Noel,"Bà Nina G. Enger – Bí thư thứ nhất Đại sứ quán Na Uy tại Hà Nội chia sẻ với VietNamNet về món Bacalao, một trong những món ăn truyền thống của người Na Uy vào các dịp lễ đặc biệt.",23-12-2019,"['Noel', 'Giáng sinh', 'năm mới', 'Na Uy']"
632973,Thế giới,Em gái Kim Jong Un được chọn vào vị trí quyền lực trong Bộ Chính trị,"Bà Kim Yo Jong, ngày 12/4, được bầu chọn làm ủy viên dự khuyết Bộ Chính trị đảng Lao động Triều Tiên.",12-04-2020,"['Triều Tiên', 'Kim Yo Jong', 'Kim Jong Un']"
653710,Kinh Doanh,"Thanh tra bóc mánh đấu thầu, cố tình sai để... bị loại","3 nhà thầu mua hồ sơ dự thầu, 2 trong số đó cố tình làm hồ sơ dự thầu sơ sài nên bị loại ở bước sơ bộ hoặc bước đánh giá điều kiện năng lực.",04-07-2020,"['đấu thầu', 'vốn ngân sách', 'thanh tra chính phủ', 'lâm đồng']"
606854,Thế giới,Vì sao nhiều người Mỹ thích sống ở Việt Nam?,"Nhiều công dân Mỹ quyết định từ bỏ “giấc mơ Mỹ” để chuyển ra nước ngoài sinh sống, như đến Việt Nam.",06-01-2020,"['cựu binh', 'Việt Nam', 'Mỹ']"
631122,Thời sự,Vợ tiến sĩ Bùi Quang Tín: 'Cái chết của chồng tôi có nhiều uẩn khúc',"Người vợ của tiến sĩ Bùi Quang Tín khi tường trình với Công an đưa ra nghi ngờ cho rằng, cái chết của chồng mình có uẩn khúc, không loại trừ là 1 vụ án mạng.",06-04-2020,"['Bùi Quang Tín', 'tử vong', 'sài gòn']"
627900,Thế giới,"Số tử vong do Covid-19 tăng kỷ lục tại Mỹ, Italia tiêu tan hi vọng đảo chiều","Tính đến sáng 25/3 (giờ Việt Nam), số ca nhiễm Covid-19 trên thế giới đã vượt ngưỡng 400.000, hiện ở mức hơn 417.000, với hơn 18.600 trường hợp tử vong. Số ca nhiễm tăng khoảng 100.000 chỉ trong vòng 2 ngày.",25-03-2020,"['virus corona', 'COVID-19', 'Italia']"
667171,Thời sự,5 người làm cùng một cơ quan ở Đà Nẵng mắc Covid-19,"Chiều nay, Ban chỉ đạo phòng chống dịch Covid-19 Đà Nẵng thông tin về kết quả điều tra, giám sát 5 ca nhiễm Covid-19 làm cùng một cơ quan.",17-08-2020,"['dịch Covid-19', 'Đà Nẵng', 'virus corona', 'COVID-19']"
602846,Thế giới,"Boeing ""trảm"" giám đốc điều hành vì khủng hoảng 737 Max",Công ty sản xuất máy bay Boeing hôm 23/12 đã sa thải Giám đốc điều hành Dennis Muilenburg sau khi cuộc khủng hoảng bao trùm công ty ngày càng trầm trọng.,24-12-2019,"['Boeing', 'khủng hoảng 737 Max', 'tai nạn máy bay']"
618862,Thế giới,"Tỉ lệ tín nhiệm tăng, ông Trump tiến gần cơ hội tái cử","Kết quả thăm dò mới nhất hé lộ, tỉ lệ tín nhiệm dành cho Tổng thống Mỹ Donald Trump đang cải thiện đáng kể đúng vào thời điểm trọng yếu của mùa bầu cử 2020, giúp ông gia tăng cơ hội tái cử.",24-02-2020,"['tổng thống Mỹ', 'bầu cử tổng thống Mỹ', 'bầu cử Mỹ 2020', 'Donald Trump']"
565299,Thế giới,"Bố quên tắt động cơ, con 6 tuổi cho ôtô lùi xuống hố",Sự cố kinh hoàng xảy ra khi người bố ra khỏi ôtô mà vẫn để xe nổ máy và quên kéo phanh tay trong khi cậu con trai 6 tuổi của anh lại táy máy nghịch ngợm.,06-09-2019,"['tai nạn xe hơi', 'Trung Quốc', 'sự cố giao thông']"
567509,Thế giới,Tố cáo chấn động về vụ Israel do thám Nhà Trắng,"Tờ Politico gây chấn động khi công bố thông tin tố cáo, suốt 2 năm qua, các điệp viên Israel có thể đã cài cắm thiết bị nghe lén gần Nhà Trắng và những địa điểm nhạy cảm khác quanh khu vực thủ đô Washington.",13-09-2019,"['Israel', 'Mỹ', 'Nhà Trắng', 'do thám', 'gián điệp']"
652046,Kinh Doanh,Sự thật căn chung cư có thể tiết kiệm 30% tiền điện,"Có thể tiết kiệm được 30% điện năng tiêu thụ, 30-50% lượng nước sử dụng của tòa nhà nếu bắt đầu thiết kế quy hoạch xây dụng chung cư, chủ đầu tư quan tâm tới vấn đề này.",28-06-2020,"['Công trình xanh', 'tòa nhà cao tầng', 'tiết kiệm điện', 'chung cư']"
651626,Kinh Doanh,Hàng loạt dự án 'Vành đai và Con đường' của Trung Quốc tê liệt,"Trước công trình đường sắt Standard Gauge ở Kenya, hàng loạt dự án thuộc sáng kiến ""Vành đai và Con đường"" của Trung Quốc chết đứng trong nhiều năm.",25-06-2020,"['Trung Quốc', 'Vành đai và Con đường', 'đường sắt Trung Quốc']"
652260,Kinh Doanh,Miệt mài cải cách vẫn chưa hết... bệnh vô cảm,"Các bộ, ngành khẳng định đã cắt giảm được tới 60% điều kiện kinh doanh nhưng đó là trên giấy tờ, còn thực tế chỉ được khoảng 30-40%.",28-06-2020,"['môi trường kinh doanh', 'điều kiện kinh doanh', 'thủ tục hành chính']"
652364,Kinh Doanh,Ngành đường sắt lỗ kỷ lục,"Tổng Công ty Đường sắt Việt Nam dự báo kết quả sản xuất - kinh doanh năm 2020 rất bi đát, khi mức lỗ sau thuế dự kiến gần 1.400 tỷ đồng",28-06-2020,"['đường sắt', 'COVID-19']"
627793,Thế giới,Số ca nhiễm Covid-19 ở Malaysia tăng gấp nhiều lần chỉ trong vài ngày,Malaysia đang đẩy mạnh xét nghiệm virus corona chủng mới để chuẩn bị cho trường hợp xấu nhất xảy ra. Malaysia hiện là nước có số người nhiễm Covid-19 cao nhất Đông Nam Á.,24-03-2020,"['Malaysia', 'virus corona', 'COVID-19']"
627824,Thế giới,"""Đại dịch đang tăng tốc"", thế giới 'nằm im' dưới lệnh phong toả","Đến chiều 24/3 (giờ Việt Nam), thế giới ghi nhận hơn 382.000 ca nhiễm Covid-19,  16.500 trường hợp tử vong, và gần 102.000 người đã khỏi bệnh trên khắp 168 quốc gia và vùng lãnh thổ trên toàn cầu – theo dữ liệu của Đại học Johns Hopkins.",24-03-2020,"['Anh', 'Thái Lan', 'Nhật Bản', 'Virus viêm phổi', 'Trung Quốc', 'Đức', 'virus corona', 'COVID-19', 'Mỹ']"
545444,Thế giới,Phát hiện lỗi mới trong Boeing 737 MAX,Một lỗi mới vừa được phát hiện trong hệ thống máy tính của chiếc máy bay Boeing 737 MAX. Lỗi này có thể ép máy bay tụt xuống mà các phi công không thể khắc phục – hai nguồn tin thân cận với các cuộc thử nghiệm cho biết.,27-06-2019,"['hàng không', '737 MAX', 'phần mềm', 'Boeing', 'máy bay', 'tai nạn']"
627864,Thế giới,Quan chức tiết lộ bất ngờ về số ca nhiễm Covid-19 thực tế ở Italia,"Italia có thể có gấp 10 lần số ca nhiễm Covid-19 so với số ca hiện đang chính thức được ghi nhận, người đứng đầu cơ quan bảo vệ dân sự Italia cho biết hôm 24/3.",24-03-2020,"['virus corona', 'Tây ban nha', 'Virus viêm phổi', 'Trung Quốc', 'Italia', 'COVID-19']"
627872,Thế giới,Tổng thống Putin đeo mặt nạ phòng độc đến thăm bệnh viện trị Covid-19,"Nga hiện đã ghi nhận 495 ca dương tính với virus Sars-CoV-2, bao gồm 57 ca nhiễm mới trải khắp 14 vùng ở nước này trong vòng 24 giờ qua.",24-03-2020,"['Vladimir Putin', 'Nga', 'Moscow', 'COVID-19', 'virus corona', 'Trung Quốc', 'Virus viêm phổi']"
627867,Thế giới,WHO cảnh báo Mỹ nguy cơ thành tâm dịch Covid-19,"Theo thống kê của Đại học Johns Hopkins, Mỹ hiện ghi nhận 46.481 ca dương tính với  corona chủng mới, trong đó có ít nhất 540 truờng hợp tử vong.",24-03-2020,"['Mỹ', 'WHO', 'Virus viêm phổi', 'COVID-19', 'Trung Quốc', 'virus corona']"
547276,Thế giới,Boeing chi hơn 2.000 tỷ đồng cho gia đình nạn nhân 737 Max,"Boeing sẽ chi 100 triệu USD, khoảng 2.327 tỷ đồng, để giúp hỗ trợ các gia đình và cộng đồng của những người thiệt mạng trong hai vụ tai nạn liên quan tới máy bay Boeing 737 Max vừa qua.",04-07-2019,"['Boeing 737 Max', 'máy bay gặp nạn', 'Boeing']"
617661,Thế giới,Rộ tin Bộ trưởng Tư pháp Mỹ sắp từ chức vì sở thích Twitter của ông Trump,"Một quan chức Mỹ tiết lộ, Bộ trưởng Tư pháp William Barr đã nói với một số người thân cận về ý định từ chức sau khi Tổng thống Donald Trump phớt lờ cảnh báo của ông về sở thích dùng mạng xã hội Twitter.",19-02-2020,"['Bộ trưởng Tư pháp Mỹ', 'Mỹ', 'Donald Trump']"
618180,Thế giới,Đồng minh thân cận của ông Trump bị kết án 40 tháng tù,"Roger Stone, chiến lược gia chính trị và là bạn của Tổng thống Mỹ Donald Trump, đã bị kết án 40 tháng tù hôm 20/2.",21-02-2020,"['Roger Stone', 'Donald Trump', 'Tổng thống', 'kết án', 'chiến dịch tranh cử', 'đồng minh', 'Hillary Clinton']"
560924,Thế giới,Israel nã mưa tên lửa tấn công căn cứ của quân vũ trang Palestine,"Quân đội Israel đã nã nhiều quả tên lửa về phía bắc Dải Gaza sáng sớm nay, 22/8 và tuyên bố đã bắn trúng nhiều mục tiêu quan sự ở một căn cứ hải quân thuộc về Hamas, nhóm vũ trang người Palestine.",22-08-2019,"['mưa tên lửa', 'Israel', 'Palestine', 'Hamas', 'Dải Gaza']"
567092,Thế giới,Lính Trung Quốc - Ấn Độ đụng độ ở biên giới,"Quân đội Ấn Độ cho biết, binh lính nước này và Trung Quốc ngày 11/9 đã có vụ đụng độ ở khu vực biên giới Ladakh, gần bờ phía bắc hồ Pangong Tso.",12-09-2019,"['Trung Quốc', 'Ấn Độ', 'đụng độ', 'tranh chấp lãnh thổ']"
564035,Thế giới,Xem Nga bắn tên lửa có thể mang đầu đạn hạt nhân phá hủy mục tiêu,Bộ Quốc phòng Nga vừa cho công bố đoạn video ghi lại vụ bắn thử tên lửa đạn đạo có thể mang đầu đạn hạt nhân Iskander phá hủy thành công mục tiêu.,01-09-2019,"['tên lửa Iskander', 'vũ khí', 'tên lửa đạn đạo', 'Mỹ', 'Nga', 'Hiệp ước INF', 'thử tên lửa']"
618283,Thế giới,"Phim Hàn 'Ký sinh trùng' thắng lớn ở Oscar, ông Trump bất ngờ chỉ trích","Tổng thống Donald Trump bất ngờ công khai chỉ trích việc Viện Hàn lâm Khoa học và nghệ thuật Điện ảnh Mỹ trao giải Phim hay nhất Oscar 2020 cho tác phẩm ""Ký sinh trùng"" (Parasite) của Hàn Quốc.",21-02-2020,"['Donald Trump', 'Oscar 2020', 'ký sinh trùng', 'Mỹ']"
631411,Kinh Doanh,Siêu ủy ban không muốn 'buông' quyền quản lý Tổng công ty đường sắt,"Ủy ban Quản lý vốn Nhà nước (CMSC) đã kiến nghị lên Chính phủ về việc tiếp tục được giữ quyền quản lý, đại diện vốn chủ sở hữu nhà nước tại TCT đường sắt Việt Nam (VIR), thay vì chuyển về Bộ GTVT...",07-04-2020,['đường sắt']
627722,Thế giới,Hình ảnh Anh phong tỏa toàn quốc để chống Covid-19,"Trong bối cảnh số ca nhiễm mới và tử vong vì virus corona chủng mới tăng vọt ở Anh, Thủ tướng Boris Johnson đã tuyên bố áp lệnh phong tỏa toàn quốc trong 3 tuần để dập dịch.",24-03-2020,"['COVID-19', 'Anh', 'virus corona']"
627771,Thế giới,Vũ Hán thêm ca nhiễm mới sau nhiều ngày 'bình yên',"Sau 6 ngày liền không có ca nhiễm mới và chờ ngày cuộc sống trở lại bình thường, Vũ Hán đã ghi nhận thêm một bệnh nhân dương tính với chủng mới của virus corona.",24-03-2020,"['Trung Quốc', 'Vũ Hán', 'COVID-19', 'virus corona']"
627587,Thế giới,Biện pháp giúp Đức kiềm chế hữu hiệu sự lây lan của Covid-19,"Người đứng đầu Viện Robert Koch, một cơ quan y tế cộng đồng của Đức cho biết, tốc độ lây nhiễm của virus corona chủng mới ở nước này đang có dấu hiệu chậm lại.",24-03-2020,"['COVID-19', 'virus corona']"
627510,Thế giới,"Bãi biển, công viên California đông nghịt bất chấp lệnh trú ẩn phòng Covid-19","Cuối tuần vừa qua, nhiều đám đông đã đổ về các bãi biển, đường đi bộ và công viên tại bang California, Mỹ, bất chấp lệnh trú ẩn tại nhà và tránh tiếp xúc gần với người khác.",23-03-2020,"['virus corona', 'Los Angeles', 'Trung Quốc', 'Virus viêm phổi', 'Mỹ', 'Florida', 'COVID-19', 'California']"
558968,Thế giới,Ông Trump bất ngờ đề nghị gặp riêng ông Tập Cận Bình,Tổng thống Mỹ Donald Trump ngày 14/8 bất ngờ đăng đàn Twitter đề xuất một cuộc gặp riêng với Chủ tịch Trung Quốc Tập Cận Bình.,15-08-2019,"['Mỹ', 'chiến tranh thương mại', 'Donald Trump', 'Trung Quốc', 'Tập Cận Bình']"
627598,Thế giới,"Covid-19 lan rộng, hơn 1,5 tỷ người được khuyên ở trong nhà","Tổng giám đốc Tổ chức Y tế thế giới (WHO) cảnh báo, đại dịch Covid-19 đang tăng tốc nhưng vẫn có thể thay đổi được đường đi của nó.",24-03-2020,"['Mỹ', 'COVID-19', 'Italia', 'virus corona', 'Trung Quốc']"
626231,Thế giới,Bí quyết giúp một thị trấn Italia dập dịch Covid-19 chỉ sau vài tuần,Một thị trấn nhỏ ở miền bắc Italia có thể cung cấp cách chống dịch Covid-19 hiệu quả sau khi địa phương này tuyên bố đã chặn đứng được sự lây lan của virus corona chủng mới nhờ một thử nghiệm thành công.,22-03-2020,"['virus corona', 'COVID-19']"
622654,Thế giới,Người trốn cách ly Covid-19 tại Nga có thể bị phạt tù 5 năm,"Chính quyền thủ đô Moscow, Nga cho biết sẽ áp dụng mức phạt tù 5 năm cho bất kỳ công dân nào không tự cách ly tại nhà trong hai tuần, sau khi họ từ vùng dịch trở về.",09-03-2020,"['COVID-19', 'virus corona', 'Nga']"
533681,Thế giới,Hãng hàng không TQ đòi Boeing bồi thường vụ 737 MAX,China Eastern Airlines ngày 21/5 chính thức yêu cầu tập đoàn Boeing của Mỹ bồi thường vì cho dừng bay 14 chiếc Boeing 737 MAX của hãng này và chậm giao các máy bay mà họ đã đặt.,22-05-2019,"['Boeing', 'hãng hàng không', 'China Eastern Airlines', 'bồi thường', 'Boeing 737 Max']"
616538,Thế giới,Ông Trump ám chỉ sẵn sàng bầu cho một ứng cử viên Tổng thống đồng tính,"Bình luận của ông Trump được đưa ra khi ứng cử viên Tổng thống, cựu thị trưởng thành phố Indiana Pete Buttigieg, một người đồng tính công khai, vươn lên vị trí thứ 2 trong cuộc đua giành đề cử của đảng Dân chủ, đứng sau nghị sĩ Bernie Sanders.",14-02-2020,"['Donald Trump', 'Tổng thống', 'Mỹ', 'đồng tính', 'bầu cử', 'ứng cử viên Tổng thống']"
562938,Thế giới,Mãn nhãn với các màn lộn nhào của máy bay tối tân Nga,"Các nhà sản xuất Nga đã mang tới triển lãm Không gian và hàng không quốc tế Moscow (MAKS) 2019 những sản phẩm ""đỉnh"" nhất của họ với những màn phô diễn vô cùng ấn tượng.",29-08-2019,"['trực thăng tấn công', 'tiêm kích MiG-35', 'vũ khí', 'tiêm kích Su-57', 'Nga']"
614184,Thế giới,Giải mã chính sách Trung Đông 'rối bòng bong' của ông Trump,"Theo Tiến sỹ Terry Buss thuộc Học viện Hành chính quốc gia Mỹ, Tổng thống Donald Trump trong những tuần qua đã gây xáo trộn Trung Đông.",13-02-2020,"['Mỹ', 'Iran', 'Donald Trump', 'Trung Đông']"
614473,Thế giới,"Ông Trump vẫn chưa thoát ""ác mộng"" luận tội?","Thượng viện Mỹ đã nhất trí bỏ phiếu tha bổng Tổng thống Donald Trump nhưng chuyện luận tội ông có thể chỉ kết thúc khi ""bồi thẩm đoàn tối cao"" - 150 triệu cử tri Mỹ ra phán quyết cuối trong tổng tuyển cử tháng 11.",07-02-2020,"['luận tội tổng thống', 'Donald Trump', 'Mỹ', 'bầu cử tổng thống Mỹ']"
591274,Kinh Doanh,Trung Quốc xin tài trợ Việt Nam tiền nghiên cứu tuyến đường sắt 100.000 tỷ,"Liên danh tư vấn Trung Quốc vừa gửi Bộ Giao thông vận tải Việt Nam về báo cáo nghiên cứu cuối kỳ quy hoạch tuyến đường sắt liên vận quốc tế Hải Phòng - Trung Quốc, với tổng mức đầu tư tạm tính 100.000 tỷ đồng.",24-11-2019,"['nhà thầu Trung Quốc', 'đường sắt']"
